Column1, Rank,Company,Country,Sales,Assets,Market Value,Sector,Industry,Snippet,
908,909,Skanska,Sweden,17,12,9-Mar,Industrials,Construction Services,"Skanska AB ist ein multinationales Bauunternehmen aus Schweden, gelistet an der B_xDE8B__xDCE5_ in Stockholm. Der Hauptsitz der Firma befindet sich in Solna. Das Unternehmen ist in Skandinavien, Groߢritannien, Polen, Tschechien, den USA und in Lateinamerika t䴩g.",
909,910,Raymond James Financial,United States,5-Jul,,10-Sep,Financials,Investment Services,"Raymond James Financial ist ein amerikanisches multinationales unabh䮧iges Investmentbank- und Finanzdienstleistungsunternehmen, das ber seine Tochterunternehmen Finanzdienstleistungen fr Einzelpersonen, ...",
910,911,Gemdale,China,7-Sep,,7-Mar,Financials,Real Estate,"Gemdale Property Management Group Unternehmen. Mit Sitz in Shenzhen, im Dienste der Welt - Initiierung einer strategischen Initiative. Internationales Immobiliengesch䦴 weiter ausbauen ...",
911,912,Invesco,United States,4-Aug,,12-Mar,Financials,Investment Services,"Invesco ist eine unabh䮧ige Investmentgesellschaft mit rund 7.000 Mitarbeitern und Standorten in 25 L䮤ern. Der Hauptsitz des Unternehmens ist in Atlanta, Georgia, USA; die im Aktienindex S&P 500 gelisteten Aktien werden an der NYSE gehandelt.",
912,913,DSM,Netherlands,8-Aug,,12-Jan,Materials,Diversified Chemicals,Koninklijke DSM N.V. mit Sitz in Heerlen in den Niederlanden ist ein b_xDE8B__xDCE5_nnotierter Chemiekonzern. Das Unternehmen hat etwa 22.000 Besch䦴igte. Es verfgt ber Standorte in 47 Staaten der Erde. DSM hat insgesamt 210 Produktionsstandorte und Bros weltweit und setzte 2019 rund 9 Mrd. EUR um.,
913,914,Ageas,Belgium,12-Sep,1077,8,Financials,Diversified Insurance,"ageasist ein weltweit t䴩ger Versicherungskonzern, der in den Bereichen Versicherung, Bankdienstleistungen und Kapitalanlage t䴩g ist. Die Gesch䦴st䴩gkeit...",
914,915,Zhejiang Zheneng Electric Power,China,6,,11-Apr,Utilities,Electric Utilities,"Zhejiang Zheneng Electric PowerCO.,LTD ist ein in China ans䳳iges Unternehmen, das haupts䣨lich in der thermischen Stromerzeugung t䴩g ist.",
915,916,Mahindra & Mahindra,India,10-Jul,,11-Aug,Consumer Discretionary,Auto & Truck Manufacturers,Mahindra & MahindraLimited (M&M) ist als Teil der Mahindra Group ein indischer Automobilhersteller mit Firmensitz in Indien.,
916,917,Swatch Group,Switzerland,7-Jul,,19-Mar,Consumer Discretionary,Apparel/Accessories,"DieSwatch Groupist eine internationale Gruppe, die in der Herstellung und dem Verkauf von Fertiguhren, Schmuck, Uhrwerken und Komponenten t䴩g ist. Die...",
917,918,Huishang Bank,China,5-Mar,1086,5-Mar,Financials,,"DieHuishang BankCorporation Limited ist haupts䣨lich im ... Das Segment Corporate Banking befasst sich mit der Bereitstellung von Girokonten, Einlagen,?...",
918,919,Vornado Realty,United States,2-Jun,,19-Feb,Financials,Real Estate,"Vornado RealtyTrust ist eine in New York City beheimateter, b_xDE8B__xDCE5_nnotierter Immobilien-Treuhandfonds (REIT). Das Unternehmen investiert vor allem in...",
919,920,Everest Re Group,Bermuda,5-Aug,,9-May,Financials,Diversified Insurance,"Die Everest Re Group ist ein Rckversicherungsunternehmen mit Firmensitz in Hamilton, Bermuda. Everest Re ist als Versicherung im Bereich der Rckversicherung t䴩g. Das Unternehmen ist in New York City an der B_xDE8B__xDCE5_ Neuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Everest Re Group ist ein Rckversicherungsunternehmen mit Firmensitz in Hamilton, Bermuda. Everest Re ist als Versicherung im Bereich der Rckversicherung t䴩g. Das Unternehmen ist in New York City an der B_xDE8B__xDCE5_ gelistet. Es wurde 1973 gegrndet und war unter dem Firmennamen Prudential Reinsurance Company anfangs der Rckversicherungssektor des US-amerikanischen Unternehmens Prudential Financial.",
920,921,Bank Hapoalim,Israel,4-Apr,1164,7-Sep,Financials,Major Banks,Die Bank Hapoalim ist ein im Jahre 1921 gegrndetes Geldinstitut in Israel.,
921,922,Shimao Property Holdings,Hong Kong,9-Jan,377,5-Jun,Financials,Real Estate,"Shimao Property HoldingsLimited ist eine in Hongkong ans䳳ige Investmentgesellschaft, die haupts䣨lich im Immobilienbereich t䴩g ist. Das Unternehmen...",
922,923,Saudi British Bank,Saudi Arabia,2-Feb,496,8-Aug,Financials,Regional Banks,"Die Saudi British Bank ist eine in Riad ans䳳ige saudische Aktiengesellschaft, an der die britische Bank HSBC Holdings PLC eine Minderheitsbeteiligung h䬴. Die Bank geht auf die britische Bank des Nahen Ostens zurck, die 1959 von HSBC bernommen wurde.",
923,924,Bank Negara Indonesia,Indonesia,4-Apr,448,9-Jan,Financials,Regional Banks,"Die PT Bank Negara Indonesia Tbk oder die Bank Negara Indonesia ist eine staatliche indonesische Bank. Es hat Niederlassungen haupts䣨lich in Indonesien, kann aber auch in Seoul, Singapur, Hongkong, Tokio, London und New York gefunden werden. Das Unternehmen hatte 2006 1000 Filialen und ber 9 Millionen Kunden",
924,925,Inner Mongolia Yili,China,9-Jan,,16-Apr,Consumer Staples,Food Processing,"Inner Mongolia Yili Industrial Group ist ein chinesisches Unternehmen mit Firmensitz in Hohhot. Es ist im Aktienindex SSE 50 an der Shanghai Stock Exchange gelistet. Yili Group produziert und verkauft Milch und auf Milch basierende Produkte wie MilNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtInner Mongolia Yili Industrial Group ist ein chinesisches Unternehmen mit Firmensitz in Hohhot. Es ist im Aktienindex SSE 50 an der Shanghai Stock Exchange gelistet. Yili Group produziert und verkauft Milch und auf Milch basierende Produkte wie Milchpulver, Joghurts, kalte Getr䮫e, Eiscremes, Babynahrung, Di䴧etr䮫e und K䳥produkte.",
925,926,Asr Nederland,Netherlands,7-May,594,4-Mar,Financials,,ASR Nederland NV ist eine niederl䮤ische Versicherungsgruppe mit Sitz in Utrecht.,
926,927,Beiersdorf,Germany,7-May,8,24-Jan,Consumer Staples,Household/Personal Care,"Hautpflege ist unsere groߥ Leidenschaft. Wir forschen und entwickeln, damit unsere globalen Marken den regionalen Wnschen unserer Verbraucher...",
927,928,Sharp,Japan,18-May,,20-May,Consumer Discretionary,Consumer Electronics,"https://www.sharp.deWir bei Sharp nehmen unsere _xDE6E__xDFEC_ogische Verantwortung sehr ernst. Vom Produktdesign ber die Herstellung bis hin zur Verpackung und Produktentsorgung sowie dem Energieverbrauch ist es unser stetiges Ziel Abfall zu vermeiden und Ressourcen zu schonen.AnwendungenUnternehmenArbeitsweiseSharp stellt die fortschrittlichste Technologie fr Flat-Screen-Displays der Welt her. Unsere interaktivenMonitore, Videowalls, groߦormatigen Displays fr Digital-Signage-L_xDE8F__xDD6E_gen und professionelle Monitore eignen sich ideal fr Unternehmen, Einzelhandelund im Bildungssektor wo immer Monitore mit hoher Wiedergabetreue gebraucht werden.Mehr zu sharp.de anzeigen",
928,929,Salesforce.com,United States,8-Apr,,59.7,Information Technology,Software & Programming,"Salesforce.com mit Sitz in San Francisco ist ein b_xDE8B__xDCE5_nnotiertes US-amerikanisches Softwareunternehmen, das Cloud-Computing-L_xDE8F__xDD6E_gen fr Unternehmen anbietet",
929,930,Aluminum Corp of China,China,21-Apr,,9-Sep,Materials,Aluminum,Chalco ist ein chinesischer Aluminiumhersteller. Das Unternehmen war im Aktienindex SSE 50 gelistet. Das Mutterunternehmen ist der chinesische Staatskonzern CHINALCO.,
930,931,Mercantil Servicios,Venezuela,0.37,1487,2-Jul,Financials,Regional Banks,NaN,
931,932,Halkbank,Turkey,7,71,3-May,Financials,Regional Banks,"www.optimal-banking.de/erfahrungen/halkbank.phpDie Halkbank ist eine original trkische Bank, die ihren Hauptsitz seit der Grndung 1938 in der trkischen Hauptstadt Ankara unterh䬴 und auch der trkischen Einlagensicherung angeh_xDE8B__xDD2E_ Das Angebot der Halkbank klingt zun䣨st sehr verlockend: So wird fr ein Festgeld von 30 Tagen etwa ein Zinssatz von 3,50 % p.a. gezahlt - eine stattliche Rendite, unerreichbar auf dem deutschen ...",
932,933,Guangzhou R&F,China,8-Jan,326,5-Apr,Financials,Real Estate,"Der Guangzhou R&F Football Club ist ein Fuߢallverein aus Guangzhou in China. Der Verein spielt in der Chinese Super League, der h_xDE4E__xDE33_ten Liga des Landes. Seine Heimspiele tr䧴 der Verein im Yuexiushan Stadium aus.",
933,934,Tesla,United States,7,,49.3,Consumer Discretionary,,"https://www.tesla.com/deTesla beschleunigt die weltweite Umstellung auf nachhaltige Energie - mit Elektrofahrzeugen, Solaranlagen und L_xDE8F__xDD6E_gen fr erneuerbare Energien zur privaten oder gewerblichen Nutzung.",
934,935,Tokyu,Japan,10-Mar,,9,Industrials,Railroads,"Die T?ky? Dentetsu, kurz als T?ky? bekannt, ist eine japanische Bahngesellschaft mit Sitz in Shibuya in der Pr䦥ktur Tokio",
935,936,Neste Oil,Finland,12-Sep,,10,Energy,Oil & Gas Operations,"Neste ist ein Raffinerie- und Marketingunternehmen, spezialisiert auf hochwertige Kraftstoffe und sauberen Verkehr. Wir bei Neste tragen konkret dazu bei, indem wir es Unternehmen und Verbrauchern erm_xDE5E__xDF29_chen, verantwortungsvolle Entscheidungen zu treffen.",
936,937,CMS Energy,United States,6-Apr,,12-Jun,Utilities,Electric Utilities,"DieCMS EnergyCorp. ein US-amerikanischer Energiekonzern, der sich auf die Strom- und Gasversorgung spezialisiert hat. Der Konzern fungiert als...",
937,938,Conagra Brands,United States,9-Jun,,17-Feb,,,"https://www.boerse.de/aktien/Conagra-Brands-Aktie/US205887102930.10.2017 ConAgra Brands ist ein US-amerikanischer Lebensmittelkonzern, der mit seinem Portfolio zu den gr_xDE3F__xDD25_n Lebensmittelfabrikanten auf dem US ",
938,939,China Shipbuilding Industry,China,8-Feb,,20-Apr,Industrials,Heavy Equipment,China Shipbuilding Industry Corporation ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Schiffbau und als Rstungshersteller t䴩g. Gegrndet wurde das Unternehmen 1999 infolge der NeustrukturierunNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtChina Shipbuilding Industry Corporation ist ein chinesisches Unternehmen mit Firmensitz in Peking. Das Unternehmen ist im Schiffbau und als Rstungshersteller t䴩g. Gegrndet wurde das Unternehmen 1999 infolge der Neustrukturierung der staatlichen Unternehmen im chinesischen Rstungssektor.,
939,940,Jeronimo Martins,Portugal,16-Feb,6,11-Feb,Consumer Staples,Food Retail,"Jer󮩭o Martins SGPS, S.A. mit Hauptsitz in Lissabon ist ein portugiesischer b_xDE8B__xDCE5_nnotierter Handels- und Konsumgterkonzern, dessen Aktivit䴥n den Lebensmitteleinzelhandel sowie die Produktion und dem Vertrieb von KonsumgterNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtJer󮩭o Martins SGPS, S.A. mit Hauptsitz in Lissabon ist ein portugiesischer b_xDE8B__xDCE5_nnotierter Handels- und Konsumgterkonzern, dessen Aktivit䴥n den Lebensmitteleinzelhandel sowie die Produktion und dem Vertrieb von Konsumgtern umfassen.",
940,941,Fairfax Financial,Canada,10-Mar,434,11-Feb,Financials,Property & Casualty Insurance,"Fairfax Financial ist ein kanadisches Unternehmen mit Firmensitz in Toronto. Das Unternehmen wurde 1985 gegrndet. Das Unternehmen bietet Versicherungen verschiedener Art fr seine Kunden an. Fairfax Financial erzielte 2007 Nettopr䭩eneinnahmeNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtFairfax Financial ist ein kanadisches Unternehmen mit Firmensitz in Toronto. Das Unternehmen wurde 1985 gegrndet. Das Unternehmen bietet Versicherungen verschiedener Art fr seine Kunden an. Fairfax Financial erzielte 2007 Nettopr䭩eneinnahmen von 4.65 Milliarden US-Dollar und einen Gesamtumsatz von 7,48 Milliarden US-Dollar.",
941,942,Westfield,Australia,1-Jan,,14,Financials,,"Westfield Group war ein australisches Unternehmen mit Firmensitz in Sydney. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. Der genaue Firmenname lautet Westfield Corporation Limited. Das Unternehmen ist als ImmobilienunternehmeNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtWestfield Group war ein australisches Unternehmen mit Firmensitz in Sydney. Das Unternehmen war im Aktienindex S&P/ASX 50 gelistet. Der genaue Firmenname lautet Westfield Corporation Limited. Das Unternehmen ist als Immobilienunternehmen auf Einkaufszentren spezialisiert. Westfield Group besitzt und betreibt Einkaufszentren in Australien, Neuseeland, im Vereinigten K_xDE7A__xDE67_reich und in den Vereinigten Staaten. Die Einkaufszentren werden mit der Marke Westfield oder Westfield Shoppingtown beworben.",
942,943,Keyence,Japan,3-Jul,,48.3,Information Technology,Electronics,"https://www.keyence.deWillkommen bei KEYENCE: Sensoren, Berhrungslose Messsysteme, Industrielle Bildverarbeitung, Lasermarkierung, Profilprojektoren, Mikroskope und mehr. KEYENCE DEUTSCHLAND",
943,944,Banque Saudi Fransi,Saudi Arabia,2-Feb,542,8-Apr,Financials,Regional Banks,"Die Banque Saudi Fransi ist eine saudische Aktiengesellschaft, die durch das k_xDE7A__xDE67_liche Dekret Nr. M / 23 vom 4. Juni 1977 gegrndet wurde. Die Bank ist mit der Cr餩t Agricole Corporate and Investment Bank verbunden.",
944,945,Towngas,Hong Kong,3-Jul,,26,Energy,,Hong Kong and China Gas ist ein chinesisches Unternehmen mit Firmensitz in Hongkong. Das Unternehmen ist im Aktienindex Hang Seng Index an der Hong Kong Stock Exchange gelistet. Hong Kong and China Gas ist der wichtigste Anbieter von ENeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtHong Kong and China Gas ist ein chinesisches Unternehmen mit Firmensitz in Hongkong. Das Unternehmen ist im Aktienindex Hang Seng Index an der Hong Kong Stock Exchange gelistet. Hong Kong and China Gas ist der wichtigste Anbieter von Erdgas in Hongkong. Hong Kong and China Gas wurde 1862 gegrndet. Das Unternehmen wird von Alfred Chan geleitet.,
945,946,Galaxy Entertainment,Hong Kong,6-Aug,,23-Aug,Consumer Discretionary,Casinos & Gaming,"Die Galaxy Entertainment Group Limited ist eine Holdinggesellschaft mit Sitz in Hongkong, die vorwiegend Casinos betreibt und damit verbundene Dienstleistungen ausfhrt. Das Unternehmen ist in den zwei folgenden Segmenten t䴩g: Spiele unNeuer Inhalt wird bei Auswahl oberhalb des aktuellen Fokusbereichs hinzugefgtDie Galaxy Entertainment Group Limited ist eine Holdinggesellschaft mit Sitz in Hongkong, die vorwiegend Casinos betreibt und damit verbundene Dienstleistungen ausfhrt. Das Unternehmen ist in den zwei folgenden Segmenten t䴩g: Spiele und Unterhaltung sowie Baumaterialien. Das Segment Spiele und Unterhaltung verwaltet Spieleinrichtungen und bietet Hospitality-Services in Macau an. Das Segment Baustoffe umfasst die Herstellung und den Vertrieb von Baustoffen in Hongkong, Macau und Festlandchina.",
946,947,WR Berkley,United States,7-Jul,,8-Jun,Financials,Property & Casualty Insurance,W. R. BerkleyCorporation ... DieW. R. BerkleyCorporation ist ein amerikanisches Versicherungsunternehmen in den Fortune 500. Nach seinem Abschluss an der...,
947,948,CapitaLand,Singapore,3-Sep,,11-Apr,Financials,Real Estate,"CapitaLand Limited ist ein multinationales alternatives Asset-Management-Unternehmen aus Singapur, das sich auf Immobilien, Infrastruktur und Private Equity konzentriert",
948,949,Shimizu,Japan,14-May,14,7-Feb,Industrials,Construction Services,"Die Shimizu Group ist bestrebt, Werte zu schaffen, die ihrer Zeit voraus sind, durch st䮤ige Selbsttransformation, das Herausfordern des Gew_xDE62__xDFAC_ichen und die Co-Kreation mit ...",
949,950,Snam,Italy,2-Jul,,15,Energy,,Die Snam S.p.A ist ein italienischer Fernleitungsnetzbetreiber fr Erdgas. Das Unternehmen wurde 1941 gegrndet und war von 1953 bis 2001 eine Tochtergesellschaft des italienischen Erd_xDE72__xDF60_und Energiekonzerns Eni.,
950,951,VakifBank,Turkey,7,69,3-Jul,Financials,Regional Banks,"www.vakif-bank.deVakifBank International AG, Wien. Wir bieten unseren Kunden alle klassischen Bankdienstleistungen mit wettbewerbsstarken Konditionen. Termingeld. Mit dem Termingeld-Konto der VakifBank k_xDE7A__xDFA5_n Sie Ihr Geld nach Ihren pers_xDE7A__xDF29_chen Zielen und Wnschen anlegen. Tagesgeld. Der einfache und schnelle Weg zu mehr Zinsen. Ihr Geld ist sicher veranlagt und t䧬ich verfgbar. Ertragsrechner ...",
951,952,Baker Hughes,United States,9-Aug,19,26-Jan,Energy,Oil Services & Equipment,Baker Hughes ist eine der fhrenden Erd_xDE72__xDF53_ervice-Gesellschaften der Welt. Die Gesellschaft entstand 1987 aus einer Fusion von Baker International Corporation und der Hughes Tool Company. Der Hauptsitz der Gesellschaft ist in Houston/Texas.,
952,953,Onex,Canada,22-May,429,7-Mar,Financials,Investment Services,"https://www.onex.de/startseite.htmlonex schafft Raum fr Visionen. Computer, Internet, Netzwerke, Telefonanlagen oder Cloudcomputing: Nirgends ver䮤ern sich Technologien und Leistungen so rasant wie in der IT. Als zuverl䳳iger und erfahrener Partner bndelt onex  Fachwissen und innovative Ideen, um Ihr Unternehmen fr den Wettbewerb zu st䲫en.",
953,954,Publicis Groupe,France,10-Jun,,15-Apr,Consumer Discretionary,Advertising,"https://www.publicisgroupe.deDie Publicis Groupe in Deutschland besch䦴igt rund 2.500 Expertinnen und Experten in Berlin, Dsseldorf, Frankfurt, Hamburg, K_xDE72__xDFA0_und Mnchen. Unser Ziel: Das Gesch䦴 unserer Kunden erfolgreicher zu machen und die Transformation im Marketing voranzutreiben.",
954,955,St. James's Place,United Kingdom,15-Mar,926,6-Jul,Financials,,"St. James's Place plc ist ein britisches multinationales Verm_xDE5E__xDD6E_sverwaltungsunternehmen mit Sitz in Cirencester, England.",
955,956,Hershey,United States,7-Apr,,22-Jul,Consumer Staples,Food Processing,The Hershey Company ist einer der weltgr_xDE3F__xDD25_n Schokoladenhersteller. Die Aktie des Unternehmens(NYSE: HSY) ist im Index S&P 500 gelistet.,
956,957,CenterPoint Energy,United States,7-May,,12,Utilities,Natural Gas Utilities,"CenterPoint Energy ist ein US-amerikanischer Strom- und Gasnetzbetreiber mit Unternehmenssitz in der CenterPoint Energy Plaza in Houston, Texas. Das Unternehmen ist im Aktienindex S&P 500 und im Dow Jones Utility Average gelistet.",
957,958,HCL Technologies,India,6-Mar,,18-Jul,Information Technology,Software & Programming,"HCL Technologies ist ein indisches globales IT-Dienstleistungsunternehmen mit Sitz in Noida, Uttar Pradesh, in Indien.",
958,959,Riyad Bank,Saudi Arabia,2-Jun,58,8-Mar,Financials,Regional Banks,Die Riyad Bank ist eines der gr_xDE3F__xDD25_n Finanzinstitute in Saudi-Arabien und steht an vierter Stelle. Sie wurde 1957 gegrndet. Die saudische Regierung besitzt 51% der Aktien des Unternehmens. Wie andere saudische Gesch䦴sbanken wird auch die Riyad Bank von der saudi-arabischen W䨲ungsbeh_xDE8A__xDD25_ berwacht.,
