Name	Street	Zipcode	City	Country	Phonenumber	Website	Email	Segment	Subsegment	Snippet
Arnstädter Werkzeug- und Maschinenbau AG	Rudislebener Allee 6	99310	Arnstadt	Germany	+49 3628 7340	www.awm-ag.de	info@awm-ag.de	Industrial and Services	Machinery & Equipment	"https://www.awm-ag.de
Die Arnstäd­ter Werkzeug- und Maschinen­bau AG ist Spezialist für Sondermaschinenbau und Werkzeugbau – Lös­un­gen für Automo­tive, Weiße Wa­re, Mediz­in­tech­nik und Ge­ne­ral Indus­try."
Axelent GmbH	Sigmaringer Str. 122	70567	Stuttgart	Germany	+49 711 2525090	www.axelent.de	sales@axelent.de	Industrial and Services	Machinery & Equipment	"https://www.axelent.de
Axelent produziert Schutzeinrichtungen und Schutzzaunsysteme für Maschinen, Anlagen, Roboter, Lager, Logistik und Industrie. Das Schutzzaunsystem X-Guard® besticht durch Flexibilität und einer großen Auswahl an Systemkomponenten. Es verfügt über das DGUV Test-Zeichen der Berufsgenossenschaft Holz und Metall (Prüfnummer: MF 17017)."
Bahr Modultechnik GmbH	Nord-Süd-Straße 10A	31711	Luhden	Germany	+49 5722 99330	www.bahr-modultechnik.de	info@bahr-modultechnik.de	Industrial and Services	Machinery & Equipment	"https://www.bahr-modultechnik.de
Die Linearachsen unterscheiden sich insbesondere durch die verschiedenen Antriebsarten als auch durch individuelle Führungen . Bahr Modultechnik bedient seit 1990 Kunden, die besonderen Wert auf nachhaltige Lösungen setzen. Dabei bieten wir die einzigartige Möglichkeit der Fertigung von Lineareinheiten nach Ihren Größen und Vorstellungen.
Geschätzte Lesezeit: 3 min"
Bansbach easylift GmbH	Barbarossastraße 8	73547	Lorch	Germany	+49 7172 91070	www.bansbach.de	info@bansbach.de	Industrial and Services	Machinery & Equipment	"https://www.bansbach.com
Bansbach® easylift entwickelt und produziert nun seit mehr als 45 Jahren Gasdruckfedern unterschiedlichster Art."
BÄR Automation GmbH	Gottlieb-Daimler-Straße 6	75050	Gemmingen	Germany	+49 7267 91270	www.baer-automation.de	info@baer-automation.de	Industrial and Services	Machinery & Equipment	"https://baer-automation.de
Die konsequente Flexibilisierung von Montageabläufen erlaubt effiziente Produktionsstrukturen in manuellen, halbautomatischen und vollautomatischen Montagesystemen. Entsprechend Ihrer Aufgabenstellung integrieren wir Standard-Roboter aller gängigen Marken. Unser Leistungsumfang umfasst hier sowohl die mechanische als auch elektrische Integration."
Bastian industrial handling GmbH	Münchener Str. 1	66482	Zweibrücken	Germany	+49 6332 479990	www.industrial-handling.de	info@industrial-handling.de	Industrial and Services	Machinery & Equipment	"https://www.industrial-handling.de
Industriedienstleister / - hebebühne. Sie haben Fragen? +49 (0) 63 32 / 47 99 9-0 • info@industrial-handling.de. Unternehmen."
Baumeister & Schack GmbH & Co. KG	Martinstraße 6	72336	Balingen	Germany	+49 7433 14560	www.baumeister-balingen.de	info@baumeister-schack.de	Industrial and Services	Machinery & Equipment	"https://www.baumeister-schack.de
baumeister & schack - Hubsäulen und Innenläufer, Antriebstechnik und Zubehör für Industrie, Fahrzeugbau, Medizintechnik, Möbel und Medientechnik."
Baumüller Nürnberg GmbH	Ostendstraße 80-90	90482	Nürnberg	Germany	+49 911 54320	www.baumueller.de	marketing@baumueller.de	Industrial and Services	Machinery & Equipment	"https://www.baumueller.com
Baumüller Gruppe. Baumüller ist ein führender Hersteller elektrischer Automatisierungs- und Antriebssysteme und bietet intelligente Systemlösungen für den Maschinenbau und die E-Mobilität. Seit über 90 Jahren vereint das familiengeführte Unternehmen Tradition und Pioniergeist mit dem Ziel, Dinge zu verändern und zu verbessern ..."
Beckhoff Automation GmbH & Co. KG	Hülshorstweg 20	33415	Verl	Germany	+49 5246 9630	www.beckhoff.de	info@beckhoff.de	Industrial and Services	Machinery & Equipment	"https://www.beckhoff.com/de-de
Beckhoff Automation eröffnet lokales Impfzentrum. Beckhoff hat in Verl ein Impfzentrum eingerichtet. Damit möchte das Unternehmen die wichtige Arbeit der Hausärzte unterstützen und weitere Kapazitäten bereitstellen, um möglichst schnell möglichst viele Menschen mit …
Ort: Hülshorstweg 20, Verl, 33415
Telefon: 05246 9630"
Beewatec AG	Kunstmühlestraße 16	72793	Pfullingen	Germany	+49 7121 6287160	www.beewatec.de	info@beewatec.de	Industrial and Services	Machinery & Equipment	"https://www.beewatec.de
Lean Manufacturing, Agile Produktion und Industrie 4.0. BeeWaTec bietet Ihnen branchenunabhängige Einzellösungen und Gesamtkonzepte rund um Lean Manufacturing, Agile Produktion und. Industrie 4.0, mit denen Sie Ihre individuelle Arbeits-, Fertigungs- und Logistikprozesse agil, effizient, sicher und dennoch flexibel gestalten können.
Geschätzte Lesezeit: 40 Sekunden"
Belden Deutschland GmbH	Im Gewerbepark 2	58579	Schalksmühle	Germany	+49 2355 5044000	www.beldensolutions.com	berry.medendorp@belden.com	Industrial and Services	Electronics	"https://beldensolutions.com
By combining business know-how with the technologically advanced products of our leading brands Belden, Hirschmann, Lumberg Automation, we provide signal transmission solutions that make your company operate faster, better, longer, safer, and more economically.Our combined product portfolio includes data cables, connectors, I/O modules and network equipment."
Bürger Electronic GmbH	Hölzlestraße 3	72768	Reutlingen	Germany	+49 7121 97700	www.beteso.com	vertrieb@beteso.com	Industrial and Services	Electronics	NaN
Christian Bewer GmbH	Enzstraße 43	70806	Kornwestheim	Germany	+49 7154 1791090	www.bewer-zerspanung.de	info@bewer-zerspanung.de	Industrial and Services	CNC Machining	NaN
BIBUS GmbH	Max-Eyth-Straße 41/1	89231	Neu-Ulm	Germany	+49 731 207690	www.bibus.de	info@bibus.de	Industrial and Services	HVAC	"https://www.bibus.de
30.03.2021 · Pneumatik. Mechatronik. Umwelttechnik. Sonderlösungen. +49 731 20 76 90 +49 731 20 76 96 20 info@bibus.de."
Bihl+Wiedemann GmbH	Floßwörthstraße 41	68199	Mannheim	Germany	+49 621 339960	www.bihl-wiedemann.de	mailbihl@wiedemann.de	Industrial and Services	Electronics	"https://www.bihl-wiedemann.de
31.05.2021 · Click to Unmute. This opens in a new window. Kontakt. Bihl+Wiedemann GmbH. Floßwörthstraße 41. 68199 Mannheim. Tel: +49 621 33996-0. …"
Binar Handling GmbH	In den Wieden 3	34355	Staufenberg	Germany	+49 5543 303790	www.binar-group.de	handling.nord@binar-group.de	Industrial and Services	Electrical	"https://www.binarhandling.com/de
Mit unserer Hebelösung ist eine minimale Handkraft erforderlich, um bis zu 600 kg flexibel und mit höchster Präzision zu bewegen. Somit sind Belastungs- und Verschleißschäden aufgrund schwerer Hebebewegungen passé. Created with Snap. Unser ergonomischer Steuergriff wandelt Ihre Handbewegung in elektronische Signale um.
Geschätzte Lesezeit: 2 min"
Josef Blässinger GmbH + Co KG	Zeppelinstraße 18	73760	Ostfildern	Germany	+49 711 167080	www.blaessinger.de	info@blaessinger.de	Industrial and Services	Machinery & Equipment	"https://www.blaessinger.com
Kein Problem! Als Handelsunternehmen mit viel Erfahrung und Know-how bieten wir Ihnen eine breite Produktpalette. Sonderlager, komplette Baugruppen oder optimale Befettung – wir haben die Lösung für Sie. Dank unserer zehn Standorte haben wir immer einen Ansprechpartner in Ihrer Nähe."
Bloksma Engineering GmbH Material Handling Systems	Daimlerstraße 10	73660	Urbach	Germany	+49 7181 985560	www.bloksma.de	mail@bloksma.de	Industrial and Services	Packaging	"https://www.bloksma.de
BLOKSMA-Engineering GmbH Materialflusstechnik Daimlerstraße 10 D - 73660 Urbach b. Stuttgart Tel: +49 7181 98556-0 Fax: +49 7181 98556-42 Email: mail@bloksma.de"
Bluhm Systeme GmbH	Maarweg 33	53619	Rheinbreitbach	Germany	+49 2224 77080	www.bluhmsysteme.com	info@bluhmsysteme.com	Industrial and Services	Packaging	"https://www.bluhmsysteme.com
Hier finden Sie ab sofort und virtuell alle aktuellen Kennzeichnungslösungen, die Ihre Produktion auf das nächste Level heben. Digitaler Messestand von Bluhm Systeme. Der Begriff Drop-on-Demand steht für „Tropfen nach Bedarf“. Die beiden bedeutendsten Drucktechniken sind der …"
bmt brunner	Ferdinand-Lassalle-Straße 54	72770	Reutlingen	Germany	+49 7121 916513	www.bmt-montagetechnik.de	info@bmt-montagetechnik.de	Industrial and Services	Machinery & Equipment	"https://www.bmt-montagetechnik.de
BMT Brunner GmbH Montagetechnik - Fördertechnik - Aluprofilsysteme. BMT Firmenvideo Vom Kundenwunsch mit Leidenschaft, Innovation und Begeisterung zur Realität."
Borries Markier-Systeme GmbH	Siemensstraße 3	72124	Pliezhausen	Germany	+49 7127 97970	www.borries.com	info@borries.com	Mobility and Transportation	Automotive	"https://borries.com/de
Herzlich willkommen bei BORRIES Markier-Systeme GmbH - Ihr Partner für direkte und dauerhafte Kennzeichnungen! Seit 1952 sind wir der Markier-Spezialist, wenn es um die direkte, materialverdrängende sowie dauerhafte Kennzeichnung von Bauteilen, industriellen Werkstücken und Applikationen jeder Art geht, kurzum - für Markiersysteme in ..."
Broich Systemtechnik GmbH	Löhestraße 18	53773	Hennef	Germany	+49 2242 916590	broich-systemtechnik.de	info@broich-systemtechnik.de	Industrial and Services	Machinery & Equipment	"https://www.broich-systemtechnik.de
Maßgeschneiderte Lösungen zur Beförderung von industriellen Stückgütern - Broich Systemtechnik ist Ihr Partner, wenn es um Werkstück- und Werkstückträgertransport sowie um die Automatisierung von Produktionsabläufen geht."
Buck GmbH	Industriestraße 6	88525	Dürmentingen	Germany	+49 7371 95040	www.buck-gmbh.de	info@buck-gmbh.de	Industrial and Services	CNC Machining	NaN
burster gmbh & co kg	Talstraße 1-5	76593	Gernsbach	Germany	+49 7224 6450	www.burster.de	info@burster.com	Industrial and Services	Electronics	"https://www.burster.de
burster präzisionsmesstechnik Sensoren Kalibriergeräte Präzisionsmessgeräte Messsysteme Entwicklung Produktion Vertrieb Messtechnische Lösung!"
buschmedia GmbH & Co. KG	Kastanienallee 18	58638	Iserlohn	Germany	+49 2371 77270	www.papiertaschen-express.de	info@papiertaschen-express.de	Industrial and Services	Packaging	"https://www.papiertaschen-express.de
Bedruckte Papiertaschen und Papiertüten für Handel Messe Events Top Beratung Kostenlose Gestaltung! Jetzt informieren!"
BVS Verpackungs-Systeme GmbH	Beim Ziegelstadel 6	87766	Memmingerberg	Germany	+49 8331 498630	www.bvs-verpacken.com	info@bvs-verpacken.de	Industrial and Services	Packaging	"https://bvs-verpacken.com
E-Mail: info@bvs-verpacken.de. NIEDERLASSUNG BVS Verpackungs-Systeme GmbH Fabrikstraße 15 D-79771 Klettgau/Erzingen Telefon +49 7742 9169-500 E-Mail: info@bvs-verpacken.de. FOTOGRAFIE Goran Zec Rüchlingstrasse 24 CH-8908 Hedingen Fon: +41 79 621 93 96 www.zeroinvention.com ISO 9001 zertifiziert Datenschutzeinstellungen aufrufen. up. Bitte wählen Sie Ihr Land aus. Schweiz; …"
bwz Schwingungstechnik GmbH	Felix-Wankel-Straße 31	73760	Ostfildern	Germany	+49 711 3401790	www.bwz-schwingungstechnik.de	info@bwz-schwingungstechnik.de	Industrial and Services	Machinery & Equipment	"https://www.bwz-schwingungstechnik.de/schwingungstechnik
Gewindeeinsätze für Rund- und Quadratrohre. Runde und quadratische Gewindeeinsätze ermöglichen das Einschrauben unserer Gelenkfüße, Schwingungsdämpfer, Nivellierelemente und Stellschrauben in das Ende von Rund- oder Quadratrohren. Das Einsatzgewinde besteht aus vernickeltem Messing, und wird von glasfaserverstärktem Polyamid ummantelt."
Wölco AG	Waldstraße 15	71139	Ehningen	Germany	+49 7034 93400	www.ccl-design-stuttgart.com	STUinfo@cclind.com	Industrial and Services	Packaging	"https://www.ccl-design-stuttgart.com
CCL Design Stuttgart ist der Spezialist, wenn es um kunden- und branchenspezifische Sonderlösungen im Bereich Produktkennzeichnung geht. Unsere Kunden profitieren von der erstklassigen Qualität und dem umfangreichen Lösungs- und Leistungsportfolio. Unsere Produkte. Etiketten Etikettieranlagen Druck & Lesesysteme Etiketten Unsere Etiketten können fast alles, was Sie von ihnen verlangen ..."
CEJN-Product GmbH	Junkersring 16	53844	Troisdorf	Germany	+49 2241 234190	www.cejn.de	info.germany@cejn.com	Industrial and Services	Engineering & Product Design	"https://www.cejn.com/de-de
Unser Sortiment umfasst Schnellverschlusskupplungen und Kupplungssysteme für die Hydraulik, Fluide, Druckluft, Atemluft und für das Thermomanagement. Kontakt: E-Mail: info.germany@cejn.com. Telefon: +49 (0) 2241 234 19 - 0. Fax: +49 (0) 2241 234 19 - 90.
Ort: Junkersring 16 D-53844 Troisdorf Germany"
CETA Testsysteme GmbH	Marie-Curie-Straße 35-37	40721	Hilden	Germany	+49 2103 24710	www.cetatest.com	info@cetatest.com	Industrial and Services	Fluid Systems & Pipes	"www.cetatest.com
Differenzdrucksensor: CETATEST 825. Wir stellen die vierte Generation der CETA-Differenzdruck-prüfgeräte mit einer Vielzahl technischer Neuerungen vor. Weitere Informationen. Erweiterung des Leckratenbereiches. Die CETA Testsysteme GmbH bietet jetzt auch Dichtheitsprüfungen gasgefüllter und flüssigkeitsgefüllter Produkte mit Leckraten bis zu 10 - 6 mbar . l/s an und erweitert damit ..."
comtime GmbH	Gutenbergring 22	22848	Norderstedt	Germany	+49 40 55 44 89 40	www.comtime-com.de	info@comtime-com.de	Industrial and Services	Electrical	"https://industriekommunikation.de
Die comtime GmbH ist seit mehr als 15 Jahren innovativer und verlässlicher Partner in der industriellen Datenkommunikation. Unser Ziel ist, den sich immer schneller wachsenden Anforderungen an die Datenkommunikation durch Entwicklung von speziellen, auf unsere Kunden abgestimmten Lösungen im M2M-Bereich gerecht zu werden."
Contexo GmbH	Herrenäckerstraße 7	73650	Winterbach	Germany	+49 7181 606100	www.contexo-gmbh.de	info@contexo-gmbh.de	Healthcare	Medical Equipment	NaN
HaDo International GmbH	Gerhard-Kindler-Straße 13	72770	Reutlingen	Germany	+49 7121 679300	hado-international.de	info@hado-international.de	Industrial and Services	Machinery & Equipment	NaN
COUTH Butzbach Produktkennzeichnung GmbH	Oberhaaner Str. 2	42653	Solingen	Germany	+49 212 88179560	www.couth-butzbach.de	vertrieb@couth-butzbach.de	Industrial and Services	Machinery & Equipment	NaN
cpc Europa GmbH	Industriepark 314	78244	Gottmadingen	Germany	+49 7731 5913038	www.cpc-europa.de	info@cpc-europa.de	Industrial and Services	Machinery & Equipment	"https://cpc-europa.de
cpc Europa GmbH - Mechatronics in Linear Motion Technology, Ihr Spezialist für Lineartechnik. Unsere Linear-Komponenten sind hochpräzise Produkte und kommen daher in den verschiedenen Bereichen und Branchen im Maschinenbau zum Einsatz.
Geschätzte Lesezeit: 50 Sekunden"
dematek GmbH & Co. KG	Dauchinger Str. 22	78652	Deißlingen	Germany	+49 7420 920040	www.dematek.de		Industrial and Services	Electronics	"https://www.dematek.de
dematek - Ihr Partner für Antriebslösungen. Vertrieb, Entwicklung und Fertigung sind bei uns unter einem Dach. Egal, ob Sie eine mechanische Abänderung, eine exakte Wicklungsanpassung oder eine feinabgestimmte Elektronik wünschen – durch kurze Entscheidungswege reagieren wir schnell auf Ihre Wünsche. Dadurch finden unsere Motoren in allen Bereichen der Antriebstechnik ihre optimale ..."
Demmeler Maschinenbau GmbH & Co. KG	Alpenstraße 10	87751	Heimertingen	Germany	+49 8335 98590	www.demmeler.com	info@demmeler.com	Industrial and Services	Machinery & Equipment	"https://www.demmeler.com/de
Ein Schweisstisch, der exakt ihren Anforderungen entspricht. Wenn Sie auf der Suche nach einem hochqualitativen und stabilen Schweißtisch sind, ist Demmeler, als Erfinder des Schweißtischs, der richtige Ansprechpartner. Unser Schweißtisch- und Spannsystem wurde bereits mehrfach ausgezeichnet und gehört zum internationalen Industriestandard.
Geschätzte Lesezeit: 2 min"
DENSO Robotics Europe	Waldeckerstraße 9	64546	Mörfelden-Walldorf	Germany	+49 6105 2735150	www.densorobotics-europe.com	info@densorobotics-europe.com	Industrial and Services	Robots	"https://www.densorobotics-europe.com/de
DENSO Robotics ist ein Marktführer bei kleinen Industrierobotern. 4-, 5- und 6-Achs-Roboter, kollaborative, pharmazeutische und kleine Portalroboter.
Geschätzte Lesezeit: 2 min"
DEPRAG SCHULZ GMBH u. CO.	Carl-Schulz-Platz 1	92224	Amberg	Germany	+49 9621 3710	www.deprag.com	info@deprag.de	Industrial and Services	Machinery & Equipment	"https://www.deprag.com
Weltweit führender Anbieter von Schraubtechnik, Automation, Druckluftmotoren und Druckluftwerkzeugen, Green Energy, Teilefertigung"
desconpro engineering gmbh	Max-Eyth-Straße 8	73460	Hüttlingen	Germany	+49 7361 780960	www.desconpro.de	info@desconpro.de	Industrial and Services	Machinery & Equipment	"https://www.desconpro.de
Wir informieren über Prüfautomation und Messautomation, sowie über Laborautomation und Umbau bei der Modernisierung von Maschinen"
Desoutter GmbH	Edmund-Seng-Straße 3	63477	Maintal	Germany	+49 6181 4110	www.desouttertools.com	desoutter.gmbh@desouttertools.com	Industrial and Services	Machinery & Equipment	"https://www.desouttertools.com
Take up your Shield to improve manual tightening quality and traceability. Our first innovation for 2021 is the QShield-C, a smart digital wrench within the Desoutter Ecosystem! Learn more. Putting the space back into aerospace assembly. Accessibility is always going to be a challenge in aerospace assembly. From the tip of the tail to the last ..."
